Person_ID,RD_No,Crash_Date,Crash_Location,Victim,Longitude,Latitude,Location
O1356834,JF277112,06/12/2022 03:15:00 PM,2059 W IRVING PARK RD,PEDESTRIAN,-87.68111928,41.95401197,POINT (-87.68111928 41.95401197)
O1013904,JD467969,12/23/2020 08:07:00 PM,3130 W 55TH ST,PEDESTRIAN,-87.70247,41.793645,POINT (-87.70247 41.793645)
O1145916,JE311349,07/23/2021 12:55:00 PM,1199 S KILBOURN AVE,DRIVER,-87.73726115,41.86604904,POINT (-87.73726115 41.86604904)
O810212,JC407592,08/26/2019 09:00:00 AM,3631 S CALIFORNIA AVE,DRIVER,-87.69459,41.827386,POINT (-87.69459 41.827386)
O926730,JD312124,07/27/2020 07:32:00 PM,3401 W NORTH AVE,PEDESTRIAN,-87.71195,41.909943,POINT (-87.71195 41.909943)
O1233703,JE455480,11/24/2021 09:55:00 AM,1958 N KOSTNER AVE,PEDESTRIAN,-87.73647199,41.91695135,POINT (-87.73647199 41.91695135)
P288495,JF169374,03/10/2022 01:39:00 PM,12400 S MICHIGAN AVE,PASSENGER,-87.62034987,41.66890524,POINT (-87.62034987 41.66890524)
P266247,JE379217,09/19/2021 04:35:00 AM,597 W 79TH ST,PASSENGER,-87.63923438,41.7506027,POINT (-87.63923438 41.7506027)
O1404080,JF366738,08/22/2022 10:17:00 PM,112 E 51ST STREET,PEDESTRIAN,-87.62202365,41.80211996,POINT (-87.62202365 41.80211996)
O765693,JC483340,10/23/2019 11:42:00 AM,4001 E 134TH ST,DRIVER,-87.52761765,41.65150303,POINT (-87.52761765 41.65150303)
O1052569,JE155383,02/28/2021 08:00:00 PM,7700 S RACINE AVE,DRIVER,-87.65398,41.754044,POINT (-87.65398 41.754044)
O1206912,JE412312,10/17/2021 01:27:00 AM,4233 W 36TH ST,MOTORCYCLIST,-87.73040368,41.82704903,POINT (-87.73040368 41.82704903)
O1184625,JE375024,09/15/2021 07:20:00 PM,2947 W LUIS MUNOZ MARIN DR,MOTORCYCLIST,-87.70193357,41.9034148,POINT (-87.70193357 41.9034148)
O1266576,JF119156,01/20/2022 06:15:00 PM,7604 W TOUHY AVE,PEDESTRIAN,-87.81663828,42.01155999,POINT (-87.81663828 42.01155999)
O1118922,JE267419,06/15/2021 08:34:00 AM,2500 S MILLARD AVE,PEDESTRIAN,-87.71620411,41.84610927,POINT (-87.71620411 41.84610927)
O1226037,JE443459,11/13/2021 03:30:00 AM,559 N LAKE SHORE DR,DRIVER,-87.61382302,41.89264577,POINT (-87.61382302 41.89264577)
O1395698,JF350530,08/09/2022 03:30:00 PM,5595 S ARCHER AVE,MOTORCYCLIST,-87.74999404,41.79750716,POINT (-87.74999404 41.79750716)
O1261870,JF110951,01/12/2022 08:06:00 PM,6831 S STONY ISLAND AVE,PEDESTRIAN,-87.58582184,41.770584,POINT (-87.58582184 41.770584)
,X7820,02/12/2020 07:32:00 PM,REPORTED BY HOMETOWN POLICE DEPARTMENT,DRIVER,-87.72137345,41.73490932,POINT (-87.72137345 41.73490932)
,X1220,06/20/2019 12:25:00 PM,REPORTED BY UNIVERSITY OF ILLINOIS CHICAGO POLICE DEPARTMENT,PASSENGER,-87.6467,41.86415224,POINT (-87.6467 41.86415224)
P134408,JC172728,03/03/2019 08:46:00 PM,10700 S CALUMET AVE,PASSENGER,-87.61493494,41.69996826,POINT (-87.61493494 41.69996826)
O897227,JD242357,05/25/2020 01:07:00 PM,600 S CANAL ST,PEDESTRIAN,-87.6396,41.874331,POINT (-87.6396 41.874331)
O928687,JD315787,07/31/2020 12:12:00 PM,6438 N SHERIDAN RD,PEDESTRIAN,-87.66082,41.999335,POINT (-87.66082 41.999335)
O703854,JC367464,07/27/2019 09:48:00 PM,3731 S LAKE SHORE DR NB,PEDESTRIAN,-87.60337,41.828738,POINT (-87.60337 41.828738)
O689986,JC342305,07/10/2019 07:50:00 AM,6500 S KEDZIE AVE,PEDESTRIAN,-87.7032,41.775274,POINT (-87.7032 41.775274)
O907194,JD277647,06/27/2020 02:11:00 AM,4651 W 79TH ST,DRIVER,-87.73842285,41.74908883,POINT (-87.73842285 41.74908883)
P232406,JE118554,01/20/2021 09:35:00 PM,4928 S CICERO AVE,PASSENGER,-87.74318,41.803086,POINT (-87.74318 41.803086)
O1241324,JE469018,12/07/2021 11:20:00 AM,4050 W MADISON ST,PEDESTRIAN,-87.72769579,41.88081097,POINT (-87.72769579 41.88081097)
O1346212,JF258197,05/27/2022 08:28:00 PM,2976 W COLUMBUS AVE,PEDESTRIAN,-87.69775607,41.75270075,POINT (-87.69775607 41.75270075)
,X49823,08/06/2021 04:04:00 PM,"REPORTED BY EXTERNAL POLICE DEPARTMENT, 5715 N NAGLE AVE",DRIVER,-87.78769056,41.98521559,POINT (-87.78769056 41.98521559)
P173037,JC464253,10/08/2019 05:39:00 AM,3600 S TRUMBULL AVE,PASSENGER,-87.71128,41.844341,POINT (-87.71128 41.844341)
O789293,JC523440,11/25/2019 01:55:00 AM,5700 S LAKE SHORE DR,DRIVER,-87.58014777,41.79142028,POINT (-87.58014777 41.79142028)
O1002852,JD447448,12/02/2020 12:09:00 PM,2720 W JARVIS AVE,PEDESTRIAN,-87.69817,42.015842,POINT (-87.69817 42.015842)
O963660,JD376667,09/23/2020 01:34:00 PM,7801 S STATE ST,DRIVER,-87.62446,41.752728,POINT (-87.62446 41.752728)
O1105379,JE246098,05/28/2021 05:20:00 PM,300 S WABASH AVE,PEDESTRIAN,-87.62622894,41.87818171,POINT (-87.62622894 41.87818171)
O1318683,JF210229,04/16/2022 10:10:00 PM,900 W MADISON ST,CYCLIST,-87.64976002,41.88184639,POINT (-87.64976002 41.88184639)
O1122323,JE272715,06/20/2021 02:39:00 AM,405 S HOMAN AVE,MOTORCYCLIST,-87.71067672,41.87531238,POINT (-87.71067672 41.87531238)
P186358,JD101193,01/01/2020 11:18:00 PM,1448 W 112TH PL,PASSENGER,-87.65875,41.689427,POINT (-87.65875 41.689427)
O1290659,JF158930,02/28/2022 04:40:00 PM,699 S DUSABLE LAKE SHORE NB Dr,CYCLIST,-87.61693637,41.87332411,POINT (-87.61693637 41.87332411)
O1261491,JE304384,07/17/2021 10:30:00 AM,2740 W ROOSEVELT,CYCLIST,-87.69509809,41.86662933,POINT (-87.69509809 41.86662933)
O728695,JC414940,08/31/2019 03:41:00 PM,4741 W FULLERTON AVE,PEDESTRIAN,-87.74553,41.924141,POINT (-87.74553 41.924141)
O1088690,JE219452,05/04/2021 11:52:00 AM,8828 S ASHLAND AVE,DRIVER,-87.66313654,41.73310602,POINT (-87.66313654 41.73310602)
P316722,JF408391,09/24/2022 01:15:00 AM,5327 S DUSABLE LAKE SHORE,PASSENGER,-87.58095357,41.79898927,POINT (-87.58095357 41.79898927)
P217371,JD358151,09/06/2020 03:20:00 AM,1000 N LAKE SHORE DR NB,PASSENGER,-87.61978,41.901003,POINT (-87.61978 41.901003)
O1326464,JF223194,04/28/2022 02:12:00 PM,632 N CICERO AVE,MOTORCYCLIST,-87.74586235,41.89231009,POINT (-87.74586235 41.89231009)
P218319,JD366428,09/13/2020 11:10:00 PM,5830 S CICERO AVE,DRIVER,-87.74151,41.786812,POINT (-87.74151 41.786812)
O1336074,JF239981,05/12/2022 08:31:00 PM,7600 W FOREST PRESERVE AVE,MOTORCYCLIST,-87.81707837,41.94921087,POINT (-87.81707837 41.94921087)
P280573,JE493277,12/30/2021 06:26:00 PM,7600 W FOREST PRESERVE AVE,PASSENGER,-87.81707837,41.94921087,POINT (-87.81707837 41.94921087)
O1149865,JE317860,07/28/2021 08:49:00 PM,810 S WESTERN AVE,PEDESTRIAN,-87.68630098,41.87079703,POINT (-87.68630098 41.87079703)
O974151,JD394588,10/10/2020 03:47:00 AM,2602 S WESTERN AVE,MOTORCYCLIST,-87.68559,41.844692,POINT (-87.68559 41.844692)
O773263,JC495830,11/02/2019 01:08:00 PM,5 E CONGRESS PKWY,PEDESTRIAN,-87.6276,41.8755682,POINT (-87.6276 41.8755682)
